kingdom,phylum,class,order,family,genus,species
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Eira,Eira barbara
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Eira,Eira barbara
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,Nasuella olivacea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,Cavia aperea
Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes rivolii
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus granatensis
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma polyneuron
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis savagei
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,Diglossa cyanea
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas discors
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta caerulea
Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes rivolii
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Spizaetus,Spizaetus melanoleucus
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Fluvicola,Fluvicola pica
Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,Grallaria rufula
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus dimidiatus
Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,Sturnella militaris
Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Piranga leucoptera
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,Diglossa cyanea
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,Forpus conspicillatus
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus spinescens
Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco femoralis
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,Sporophila nigricollis
Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,Molothrus bonariensis
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sicalis,Sicalis flaveola
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus dimidiatus
Animalia,Chordata,Aves,Falconiformes,Falconidae,Milvago,Milvago chimachima
Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu
Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,Sturnella magna
Animalia,Chordata,Aves,Passeriformes,Icteridae,Psarocolius,Psarocolius decumanus
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus humboldtii
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Ceroxylon,
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Anacardium,Anacardium excelsum
Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus clarkii
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula melanops
Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,Gallinula melanops
Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,Molothrus bonariensis
Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,Molothrus bonariensis
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma polyneuron
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Sabal,Sabal mauritiiformis
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma polyneuron
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,Choloepus hoffmanni
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Achatina,Achatina fulica
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,Grallaria squamigera
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,Zonotrichia capensis
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis pernigra
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama rufina
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus
Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,Grallaria squamigera
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Eira,Eira barbara
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus
Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor
Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,Penelope montagnii
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes rivolii
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,Tremarctos ornatus
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus fuscater
